"year","country","state","city","shape","duration..seconds.","comments"
1968,"us","ca","bishop","disk","1800","Bright light several thousand feet over the Owens Valley near Bishop&#44 California.  Attacked by airplanes and left at high speed"
1968,"us","ky","louisville","unknown","1200","Unknown light/object moving perpendicular/horizontal in seconds and disappearing then reappearing"
1968,"us","tx","oak cliff","disk","1200","Disk with lighted windows hovers near apartment complex as we stood in parking lot and watched."
1968,"us","tx","oak cliff","disk","2700","Hovering disk with oval portholes in daylight hrs for a long time"
1968,"us","tx","pasadena","cigar","120","Cigar shaped UFO with it&#39s tailend on fire"
1968,"us","pa","allentown","sphere","300","Craft and Crew sighted"
1968,"us","pa","pittsburgh","light","1800","Bright object observed hovering over a radar site by pilots&#44 Air Force officers and tower personnel."
1968,"us","va","wytheville","disk","600","the domed saucer had lights around the dome&#44 and hovered close to the ground-with a loud humming noise."
1968,"us","nc","brevard","circle","300","4 people saw this same orange&#44glowing&#44silent&#44energy mass fly right by us......"
1968,"us","ca","mariposa","unknown","600","Red lights shined into the back of the car.. just like the police have."
1968,"us","ca","garden valley","disk","15","06-1968  Late evening&#44 forested  foothill road&#44 saucer  100 ft above car  3 witnesses&#44  no recall for 8 years."
1969,"us","ny","islip","other","1200","Sightings/Multiple witnesses"
1969,"us","ar","little rock","cylinder","60","no sound or lights"
1969,"us","pa","altoona","other","600","Space ship hovered with colored lights going around not flashing just circling the ship"
1969,"us","tx","bryan","triangle","60","the lights of the first craft turned back on and 2 more identically lighted aircraft zipped in on both sides of the lead aircraft ...&#44"
1969,"us","va","fairfax","oval","60","Huge blimp-like craft; lights around the middle of craft; no sound; hovering above the highway."
1956,"us","oh","cincinnati","disk","1200","glass like&#44you could see threw&#44craft was 20 feet in front of me&#44as i stepped closer&#44 a ramp out of the side of the craft opened up and"
1962,"us","wa","joyce","other","180","Three minutes over Crescent Beach WA"
1953,"us","tx","galveston","cigar","180","It had been my habit before I opened my place of business each morning to do my early morning fishing. This one particular morning I ha"
1955,"us","il","rantoul","light","600","We had fallen out to the parking lot awaiting marching orders to go to (chow) it was still dark and we saw a light approaching from the"
1961,"us","il","chicago","disk","300","Disk shapped saucer over the city of Chicago."
1960,"us","il","chicago","oval","3","AS I LYE IN THE NIGHT&#44 MY EYES FOCUSED ON HEAVEN&#44 FIVE DISCS SILENTLY PASSED OVER SOMETIME ROUND ELEVEN. THESE OVAL SHAPED OBJECTS GAVE"
1966,"us","mn","duluth","disk","900","Intell at Winnepeg disembark and debreif all passangers from a NW  727 after a close encounter over Lake Superior."
1966,"us","ct","newington","triangle","300","Sighting of UFO near the Connecticut Light &amp; Power Bldg.&#44 Newington&#44 CT"
1957,"us","ca","san leandro","light","90","The night of Sputnik&#44 a drag race in the sky of 5+ objects stole the show for us."
1964,"us","az","tucson","triangle","10","Early 60&#39s Triangle Craft"
1961,"us","mo","webster groves","circle","120","webster groves mo ciecular craft with a light searching the ground fifty years ago"
1965,"us","nm","albuquerque","disk","300","Traveling in a pick up truck&#44 we saw a bright glowing green disk fly over us.  It made the engine &amp; electrical of the truck stop immedi"
1966,"us","oh","greenhills","disk","600","I stood under a flying saucer spotted in daylight at 40 foot distance... WILD&#33&#33&#33"
1966,"us","in","huntington","disk","600","Saucer shaped object"
1967,"us","ca","fairfield","cigar","60","I believe"
1968,"us","ut","salt lake city","light","3","Utah U F O"
1968,"us","ia","fairfield","other","300","Huge object 100&#39-150&#39appearing like a chrome coated deflated balloon moved slowly over Fairfield&#44 Iowa"
1968,"us","pa","york","egg","10","Egg shaped object lit-up like the moon."
1952,"us","mi","lansing (few miles northwest of&#44 in the country)","other","2","It was like a star that moved&#44 it was 1952 before there was any space traffic or objects and was not an aircraft."
1957,"us","ca","norwalk","disk","480","It was hovering about 20 feet from the ground and hovered for about 8 minutes."
1960,"us","ky","east bernstadt","disk","90","The disc was about 30 feet across and moved silently; I was a five year old child. I was terrified and ran inside."
1966,"us","ok","little axe","light","300","Extreme level flight&#44 instant stop&#44hover&#44 rapid disappearence"
1968,"us","ny","upper lisle","triangle","120","Silent slow moving huge dark grey triangular craft with 3 lights in each corner."
1969,"us","ny","ronkonkoma","unknown","3600","A unidentified craft with multi-colored lights that hovered silently and could move at Incredible speeds&#44"
1952,"us","pa","chester","oval","300","My parents &amp; I &amp; my brother were walking to a resturant &amp; we saw 4 flying objects flying in formation.  My father called out to two wom"
1954,"us","va","lorton","other","120","My Mother heard what she believed was a UFO."
1955,"us","nj","beach haven park","disk","60","3 women hanging clothes saw a UFO come down over bay&#44 hover for 30 sec.&#44then take off so fast it seemed to disappear."
1959,"us","mn","minneapolis","formation","7200","Flying while in the Marine Corps in a AD Skuraider &amp; with a wing man&#44 at apprx 6&#44000 ft observed Four Red cly objects estimating at 20&#44"
1967,"us","id","boise","light","120","Light landing on runway&#44 traveling past end zone&#44 travelling overland over roadless area then turning to merge into freeway traffice"
1956,"us","ca","madera","sphere","120","Half spherical object with portholes on the side.  Mid 1950&#39s in Central California.  Day time."
1954,"us","tx","thrifty","circle","45","6-25-1954&#44 Red circle of light in Thrifty&#44 Texas.  USA."
1962,"us","ny","ossining","unknown","900","refueling in summer 62 ossining ny"
1965,"us","or","portland","disk","120","The object  was stationary."
1965,"us","pa","philadelphia","cigar","600","A cylinder shaped vessel decended then hovered. It was the size of a bus but larger in diameter. The craft had no wings&#44 windows&#44 tail&#44"
1966,"us","sd","rapid city (ellsworth afb)","disk","600","UFOs visited our Minuteman ICBMS during the summer of 1966 and I was there."
1966,"us","sd","rapid city (ellsworth afb)","unknown","345600","I KNOW THIS INCIDENT HAPPENED&#44 AND I BELIEVE HE IS TELLING IT THE WAY HE KNOW&#39S IT."
1968,"us","hi","honolulu","circle","480","it was a night that was extremly dark&#44 my friend mark and I were playing army&#44 and I rolled under neith a parked car&#44 and rolled back o"
1969,"us","il","moline","unknown","900","True Storys of UFO&#39S 1968 LIGHT &amp; 2ND STORY UFO WAS DULL SILVER IN COLOR IN 1977&#44 1978&#441979"
1968,"us","mn","wyoming","disk","60","I sent this in the other day tothe national reporting site as well....My brothers and I and other friends have saw ufo&#39s in the area ov"
1967,"us","az","glendale","light","600","Glendale&#44 AZ&#44 11:00 Pm&#44 white sphere silently appeared in sky&#44 It moved to 12 &quot; in front of my face&#44 flew off."
1959,"us","az","globe","rectangle","300","Rectangular shape consisting of what resembled plumbing joints connecting the four sides together hovered above us and shot straight up"
1964,"us","va","alexandria","disk","600","1965 or 64  Chestnut Pl Alex&#44 VA  dusk saucer like with spinning top like red/blue/green bottom of object."
1965,"us","me","vassalboro","disk","60","round about 300 &quot; in diameter .silver  with windows.no sound"
1968,"us","az","cottonwood","circle","2700","It was dusk and still very warm&#44 so my family and I went out on our porch to cool off. The porch faced west toward Mingus Mountain&#44 we"
1964,"us","ga","atlanta","changing","900","UFO over  drive-in theatre."
1968,"us","md","thurmont","disk","3600","I&#39ve been visited many times but I can&#39t remember anything &#44 other than they mean us no harm."
1952,"us","tx","pecos","disk","7200","West Texas to Carlsbad NM"
1952,"us","ny","new york city (bronx)","disk","60","We were flying kites on the roof when someone yelled look at that.A disk was(approx.the size of a dime at arms length) was sitting in t"
1952,"us","wa","auburn","oval","60","Early nighttime sighting of huge oval object for 1 minute."
1952,"us","fl","miami","disk","18000","No one is able to believe"
1953,"us","oh","cleveland","fireball","35","The object came from the north from Canada meteor shaped fire ball with crackling sounds and a little tail and sparks glowing red and o"
1953,"us","wa","kelso (cowlitz co. hills)","oval","300","Three UFO&#39s witnessed by local people in the northwest U.S. in the early 1950s still unexplained."
1954,"us","ca","hawthorne","light","120","Stationary light for several minutes (far away)&#44 takiing off suddenly at great speed."
1954,"us","ca","pasadena","circle","300","An incandescent white circular object passed over Pasadena&#44 CA and ejected a smaller version of itself."
1954,"us","ma","methuen","","900","A small light in the distance changes direction and appears to come closer."
1955,"us","ca","quartz hill","disk","2","childhood ufo"
1955,"us","tx","lubbock","cigar","120","Cigar shaped cloud and left very fast."
1955,"us","tx","dumas","light","600","1955 - Air Force jets pursue lights over small Texas community."
1955,"us","nc","morehead city","disk","300","Mid 1950&#39s Saucer in North Carolina&#44 Multiple Witnesses."
1956,"us","pa","willow grove","light","7200","Willow Grove Naval Air Station&#44 PA."
1956,"us","mo","cape girardeau","diamond","300","Angular UFO sighted as a child"
1956,"us","nj","new brunswick","disk","600","Four Saucers&#44 over the City of New Brunswick&#44 NJ&#44 in the summer of 1956"
1956,"us","tx","houston","triangle","900",""
1957,"us","mi","birmingham","unknown","300","Grey alien drills into my back when I was a child in the 1950&#39s"
1957,"us","ny","new york city","teardrop","600","glowing lights lead the way"
1957,"us","ia","burlington","circle","90","Slow travel when observed&#44 followed by an abrupt direction change with unbelievable acceleration."
1957,"us","ar","russellville","sphere","600","Huge orange ball floating over Russellville&#44 Arkansas&#44 in late 50s."
1957,"us","ny","barker","disk","180","1957  Four miles south of Barker NY&#44 6 kids&#44 1 adult saw saucer at dusk&#44 2 kids saw it again in daylight next day"
1957,"us","ca","albany","circle","60","What looked like a moving star and a stationary star seemed to collide&#44 whereupon the stationary star also began to move."
1957,"us","tx","dallas","other","300","vee shaped lights 7 to 11 over dallas texas in 1957  with no sound."
1958,"us","wa","silverdale","cylinder","32400","Cylindrical craft hovered above the house with blinking lights of multiple colors for a long duration of time."
1958,"us","ga","conyers","teardrop","300","Sighting of a UFO ca. 1958."
1958,"us","me","camden (penobscot bay)","disk","2","Mother and pre-teen son witness a silver disc crash into Penobscot Bay."
1958,"us","ks","durham","light","2","1950&#39s  Durham&#44 KS  evening  after dark 2 bright lights going across southern sky for several seconds"
1958,"us","la","thibodaux","fireball","90","Historical Sighting  I have related this many times&#44 but never committed it to writing until now. I was motivated to write this by the"
1959,"us","wi","campbellsport","circle","1200","I was a radar operator at Fallon NAS&#44 we were a parasite unit of the air force. We got a call from the Navy control tower to check out"
1959,"us","ny","new york city (bronx)","oval","1200","My husband and I didn&#39t believe in UFO&#39s until we actually saw one&#33"
1959,"us","az","phoenix","disk","60","1959 Saucer shaped object sighting Phoenix Arizona"
1960,"us","pa","litchfield","other","600","When I was around 10 years old I was going to where my dad was baling hay on top a hill.My brother Glenn was with me and when we ca"
1961,"us","nc","greensboro","cigar","10","Silver cigar craft came out of the woods"
1961,"us","fl","orlando","disk","300","Orlando sighting in early 1960&#39s&#44 midday&#44 group of children and parents&#44 at a birthday party."
1961,"us","ca","la mirada","cigar","172800","Everyone in my family remembers the nightly sightings of 5 orange cigar shaped objects that appeared in the sky over several days in th"
1961,"us","tx","rotan","sphere","1800","large&#44 beeping orb with lighted spires"
1962,"us","ca","granada hills","sphere","5","Ping-pong size floating ball observed through window in San Fernando Valley&#44 1962"
1962,"us","ca","cadiz","unknown","10","We saw a silver brushed sillhoutte about the size of a person floating about 1-2 ft above the ground with no features of any sort."
1962,"us","mi","royal oak","disk","600","Ship over Royal Oak&#44 early 60s"
1962,"us","ny","bethpage","triangle","300","While I was a young boy playing in my dads belair around 1962 or 1963. I saw multiple bright white lights traveling west to east about"
1962,"us","fl","orlando (nearby)","sphere","1500","Sphere with lights encircling its equater hovering above a lake in Florida for 25+minutes in the 1960&#39s"
1963,"us","pa","johnstown","rectangle","300","very large&#44 stealth shaped&#44 as big as a football field. dome  on bottom that rotated. an the dome was iluminated"
1963,"us","tx","newark","disk","120","30 someodd years later and I finally saw proof of my early morning sighting"
1963,"us","ut","salt lake city","disk","120","SAUCER5 SHAPED AND SILVER"
1963,"us","ca","anaheim","disk","1200","First sighting 1963 disk shaped 50 foot diameter&#44 no noise and was stable when stopped over my head."
1963,"us","nc","zebulon","other","600","Glowing football in night sky witnessed by five people"
1964,"us","mi","ontonagon","rectangle","180","Large rectangular shape heading up River St. to Lake Superior."
1964,"us","wa","hoquiam","other","300","I was about five or six years old&#44 I was on my way down a primitive road to play baseball with the rest of the kids&#44 out in the field t"
1964,"us","il","lewistown","other","120","Not a craft&#44 but a humanoid being that emanated light..."
1965,"us","wa","colville","flash","30","Bright as day in the middle of the night."
1965,"us","ca","mount shasta","cigar","1800","Metallic cigar shaped object&#44 windowless&#44 soundless&#44 motionless&#44 unlighted&#44 daytime/clear blue sky sighting over old Drive-in movie the"
1965,"us","fl","ocala","cigar","3600","Abductioin observed by Sherif Deaputy and myself"
1965,"us","ar","elkins","disk","600","On a clear night you could see the saucer"
1965,"us","va","chesapeake (norfork area)","egg","20","lookng out bedroom window saw object going by aprox distance 1500ft away and about1000ft high speed about 400-600mph. whole object woul"
1965,"us","ny","blasdell","oval","30","It was a summer night. While I was walking&#44 going into my house I looked up above my neighbors house about 30 feet above the roof. And&#44"
1965,"us","ny","otisville (near)","unknown","30","Light extending to ground than back to central area than qutckly moving from one section of sky to another"
1965,"us","ca","fountain valley","sphere","300","Round orange object with a tail traveling down from the&#44 that stopped in midair and hovered&#44 then disappeared toward the east"
1966,"us","pa","manor","oval","5","Bright light drifts past window and lights up whole room."
1966,"us","ca","mendota","disk","300","Disc shaped in 1966. Stopped my parents&#39 car."
1966,"us","ny","new york city (bronx)","circle","10","Orb or throgsneck bridge."
1966,"us","in","washington","circle","30","Small spinning circular shaped object passes between houses but doesn&#39t come down."
1966,"us","ca","montague","other","600","Fast moving star object over Montague&#44 CA."
1966,"us","ar","jonesboro","disk","120","Clear day&#44 a disk shape with rotating multi colored lights&#44 silently hovering over trees in the back yard."
1966,"us","ca","corning","disk","300","2 small (2 ft)  &amp; 1 large saucers seen at close range by multiple witnesses&#44 Northern CA about 1966"
1966,"us","pa","wayne","cigar","30","Rocket-like UFO Seen Flying Over Suburban Philadelphia In Summer of 1966"
1966,"us","ca","blocksburg","disk","600","?"
1966,"us","sc","spartanburg","light","900","Summer of 1966 - bright orange round object first thought to be rising full moon"
1966,"us","nm","santa fe","disk","300","three eyewitness&#39s and picture in news paper of ufo"
1966,"us","ca","auburn","other","300","Craft was low to the ground&#44 and stopped at witnesses."
1966,"us","nc","winston-salem","other","1200","Football shaped objects with lights hoovers in neighborhood and streaks of with great bursts of speed and returns."
1967,"us","wy","lander","light","600","They were just lights&#44 but very curious lights at that."
1967,"us","oh","oakwood (dayton)","circle","180","In the forty years since&#44 I have yet to see anything that will explain away what I witnessed in the middle of the night."
1967,"us","ca","goleta","unknown","10800","Chased by Grays in Santa Barbara in 1967"
1967,"us","la","slidell","circle","60","I appreciate this forum to report what I saw. I was a young lad who went outside to feed the dog in the back yard. While walking back t"
1967,"us","ks","lansing","light","300","Silent light darts to avoid collision."
1967,"us","sc","aiken","oval","180","Strange oval shaped silent metallic object about 2000 feet ovrehead with four oscillating lights"
1967,"us","il","glenview","circle","900","Large ball of light hovering above the road in Glenview&#44 Illinois - 25 - 30 observers - 1967 or 1968."
1967,"us","al","new market","triangle","60","Discs in V-formation flying over Northern Alabama in the summer of 1967"
1967,"us","il","peoria","disk","120","2 or 3 saucers flying in formation in the sky during the day that shot off quickly."
1968,"us","ca","whittier","sphere","420","A sphere of blue/white light/energy descended from the night sky to just outside my window.  It was 8-10&quot; and brissling with an electri"
1968,"us","al","hueytown","oval","600","Almond colored disc four witnesses saw beings in vehicle."
1968,"us","ma","auburn","other","720","UFO sighting outside of window hovering 25 feet away"
1968,"us","ok","ponca city","light","300","Fast moving red &#39dot&#39 in the night sky&#44 suddenly made a sharp right angle turn and flew into space."
1968,"us","al","gardendale","disk","6","daylight sighting of flying disk in late 1960s in North Central Alabama"
1968,"us","sd","yankton (gavins point dam)","unknown","1200","Blue sky black&#44 beam of light&#44 South Dakota camp rangers on  blow horns &quot;what you have just seen was a rare phenomenon of the weather."
1968,"us","or","christmas valley","disk","240","Step-father and his crew saw a silent&#44 silver colored disk following (above) the power lines."
1968,"us","ks","hillsboro","unknown","300","No saucers no lights Just 6 olive dull green humanoids about 7ft came to Hillsboro Missouri and studied me and left"
1968,"us","ca","stockton","disk","600","It simply vanished Right in front of my eyes."
1969,"us","tx","kyle","oval","180","object expoded  before hitting the ground in 1969 near San Marcos Texas."
1969,"us","in","westphalia","egg","3600","ret. mst. u.s.a.f"
1969,"us","or","christmas valley","disk","300","We saw three silent silver colored disks  zoom in from different directions&#44  instantly stop&#44 hover &#44 and then zip off."
1969,"us","mi","detroit","light","30","We were under brilliant illumination that was much brighter than the 2:30 pm afternoon clear day sunlight."
1969,"us","in","indianapolis","disk","1200","Large silver sphere/saucer-shaped object that hovered for several minutes. Emitted dots (in data-style format) from side."
1960,"us","ca","santa ana","disk","300","Saucer shaped craft seen June 1960 over Santa Ana&#44 California"
1967,"us","al","decatur","light","180","Strange light shivered across sky&#44 stopped overhead&#44 tried to land&#44 stopped&#44 and then took off out of sight in 2 seconds."
1969,"us","md","chance","disk","300","AN DISK SHAPED CRAFT ON THE EASTERN SHORE OF MARYLAND"
1956,"us","al","elmore","sphere","3600","Me and my cousins where playing near morter creek&#44 near elmore &#44out in woods.A disk shaped sphere came out of sky and  it was hover"
1959,"us","co","arvada","circle","3600","small round one over Rocky Flats at high altitude in 1959"
1964,"us","ny","new york city (brooklyn)","disk","5400","white ufo round flying saucer&#44 had a top and bottom and rotated in opposite directions&#44 moved from one place to another so fast it seem"
1967,"us","wa","tacoma","other","120","These were black half spheres in a triangular formation"
1969,"us","sc","windsor","disk","1800","what was this? ufo or NO ? No doubt a ufo back then.&#44."
1952,"us","co","evergreen","disk","18000","Childhood abduction and mental and visual encounters through out life."
1955,"us","fl","pensacola","light","300","orange fireball ."
1956,"us","oh","akron","other","30","Akron Ohio&#44 1956&#44 Bright object similar to flying wing. 10 pm. See full description."
1957,"us","ny","hicksville (long island)","circle","15","My friend and I saw 7 perfectly circular objects fly over us. We were laying in his back yard looking up to see any shooting stars."
1958,"us","oh","cincinnati","diamond","86400","odd shaped diamond saucer&#44light could pass threw it&#44about thirty feet long&#4415 feet high&#44three feet from touching the ground&#44glass looki"
1960,"us","fl","cape canaveral","fireball","14400","It was as if a huge ball of light zoomed down from the sky and just disappeared before my eyes."
1965,"us","ga","college park","circle","240","Seeing an object close to the Atlanta Airport"
1967,"us","ia","cedar rapids","oval","120","Bright-as-chrome object hovering"
1968,"us","az","lake havasu city","cigar","15","Lake Havasu - 1968 - silent cigar shaped chrome object hanging right in front of me&#44 disappeared in an instant"
1968,"us","mn","duluth","disk","120","a ship hoovered over this police car"
1968,"us","nd","minot","disk","1800","Minot 1968 missle arming"
1968,"us","pa","state college","oval","2","Bright&#44 oval object twice size of home low to ground."
1965,"us","va","rustburg","light","180","Saw a huge white ball of light in 1965 that moved from a mountain right up to a car on a flat piece of land with people around it."
1964,"us","md","baltimore","sphere","30","June&#44 1964; 9;00 PM: immense counter-rotating double domed craft only 100 feet above me"
1957,"us","nj","phillipsburg","cigar","420","cigar shaped&#44 after nightfall&#44 Phillipsburg NJ&#44 witnesses"
1957,"us","md","baltimore","other","60","ON THE ABOVE DATE&#44MYSELF AND THREE OTHER BOYS HAD ENTERED THE BACK GATE OF THE CARLINS DRIVE INN THEATER TO SEE A MOVIE.  WE HAD BEEN T"
1958,"us","ny","cheektowaga","teardrop","20","White teardrop shaped object observed during the daytime"
1962,"us","ny","tannersville","light","120","1962 shiny object flying over New York Catskills south to north at approx 10&#44000 feet with two USAF jets chasing it."
1963,"us","il","evanston","disk","420","We watched the saucer with lights for five minutes as it remained stationary above us at about a 45 degree angle."
1964,"us","oh","defiance","light","420","bright object  with beam of light and right angle turn in flight"
1965,"us","ca","san fernando","other","3600","The shape of the object  looked- like a parachutte ( glowing ) moving very slowly across the sky  - form my observations it looked like"
1969,"us","ut","salt lake city","circle","2100","the craft were moving very slowly and was low just over the top of buildings."
1969,"us","ia","chariton","circle","300","It was disk shaped and brilliant white on the bottom&#44flew at a high rate of speed and changed direction at 90 degree turns."
1963,"us","mn","albert lea","oval","360","It was a round blue that glowed and moved toward us slow without making any noise."
1969,"us","pa","whitemarsh","fireball","180","Three minutes hovering silent&#44 orange-red fireball 10 feet across 400 feet high and the vanished"
1952,"us","mn","sebeka","other","1800","Silver donut shape object sighted over rural Minnesota."
1952,"us","mi","detroit","sphere","300","object sits stationary for 5 minutes and then accelerates out of sight in 5 seconds."
1953,"us","co","colorado springs (mtsn nw of)","disk","10","Absolutely huge UFO hovered 40 feet above house in total silence before instantly disappearing without a trace."
1954,"us","ca","los angeles","circle","15","In 1954&#44 I saw a red glowing disc traveling thousands of mph straight over the Los Angeles night sky."
1955,"us","wa","carnation (on tolt river&#44 cascade mts.)","disk","480","1955 daytime sighting of a saucer craft by a family of four while on a picnic on a Sunday in the Cascade Mts. of Washington.  The famil"
1955,"us","ar","dierks","cigar","10","Cigar-shaped craft&#44 8 feet long with flashing liglhts&#44 hovering above ground"
1956,"us","ne","beatrice (14 mi sw of)","other","120","Large pale silver dome seen over a hill and also near the house of SE Nebraska farm."
1957,"us","wv","talcott","sphere","15","A sphere that looked like a white light came across the horizon from West to East&#44 an Air Force Jet followed about 3-4 sec later."
1957,"us","tx","del rio","cigar","15","Owners New Car Has Paint Purned Off By UFO."
1958,"us","in","muncie","unknown","300","A star sized object circled the sky and then shot straight out of sight at very great speed."
1959,"us","ca","strathmore","disk","240","the gathering of static electricity from atmosphere by ufo alien or USA craft  possible unmaned"
1959,"us","wa","castle rock","cigar","30","Large&#44 cigar-shaped aircraft with evenly spaced windows drifted silently over the tree tops at night."
1960,"us","or","portland","unknown","1800","Stationary Lights Over Portland OR Around 1960"
1961,"us","ga","lawrenceville","circle","120","I could have hit it with a rock"
1962,"us","il","chicago","disk","600","Summer of 1962 Chicago &quot;Plane towing lighted sign&quot; flap"
1962,"us","wa","seattle","other","30","randomly moving starlike shape"
1963,"us","ny","new york city (brooklyn)","oval","180","CRAFT FLYING ACROSS THE NEW YORK CITY SKYLINE"
1963,"us","ar","jonesboro (arkansas state university)","disk","28800","Craft (typical saucer style] appeared low over bldgs.&#44 sonic boom from jet from airforce base 45mi. away. Craft went straight up and ou"
1963,"us","mo","lincoln","other","28800","Lights in the Sky? What are they and where did they c ome from? Benton County Missouri July 1&#441963"
1963,"us","mo","lincoln","other","28800","This report is based upon a witness who  said that a great armada of bright lights in the Benton county sky was so bright that it was l"
1964,"us","nj","laurel springs","other","300","Large glowing rock&#44 covered the sky&#44 very low&#44 just above the trees&#44 appeared/dissappeared silently&#44 darkened the sky."
1964,"us","ne","omaha","disk","600","At dusk&#44 we saw a saucer-shaped object that hovered silently for 5 minutes&#44 then darted out of sight"
1965,"us","nj","ringwood","disk","30","Daylight sighting of silent hovering disc over Wanaque reservoir"
1965,"us","mo","moberly","light","900","Bright light crossing the sky&#44 circles the full moon&#44 and crosses back across the sky."
1965,"us","la","new orleans","unknown","60","Spec of light in sky changes course around another spec of light."
1966,"us","de","dover","disk","300","In the region within an hour of Dover AFB&#44 Delaware"
1966,"us","pa","new salem","oval","30","Witnessed oval shaped object with flame in rear."
1966,"us","md","jarrettsville","light","1800","Two large&#44 30&#39 diameter spheres of light appx. 30&#39 apart&#44 appx 20-30&#39 overhead&#44 seen by 60? people&#44 passing slowly overhead silently&#44 n"
1966,"us","pa","new salem","sphere","30","4 adults and 2 children witness spherical object with apparent flame coming from rear&#44 flying across sky in front of them silently."
1966,"us","wv","milton","light","30","One light into two"
1966,"us","ma","malden","sphere","1800","blue-white star&#44 larger than any other in sky-- making regular 90&#39 turns- for over 30 min.&#39s"
1966,"us","tx","grand prairie","other","30","Fast moving silent craft over water"
1967,"us","tx","corpus christi","other","600","MIB event."
1967,"us","nj","east hanover","cigar","600","no moon&#44observed colored blinking lights apox.     150&#39 up in southern sky."
1967,"us","co","colorado springs","triangle","60","Triangular object in 1967"
1968,"us","tx","dallas","other","10","Three shooting stars that were obivioulsy communicating with each other"
1968,"us","az","tempe","triangle","120","Late 1960&#39s UFO Sighting Tempe Arizona    Triangle Formation Objects"
1968,"us","ct","plantsville","light","120","Large bright blue light in the sky"
1968,"us","pa","new castle","disk","120","Three types of UFOs in the summer of 1968 in Western PA."
1968,"us","ut","salt lake city","circle","120","Reddish ball shaped objects."
1968,"us","oh","cincinnati","disk","120","Fast moving craft over downtown Cincinnati riverfront"
1968,"us","ca","santa barbara","formation","300","Five white lights hovering...Not weather balloons&#33"
1969,"us","ct","bristol","unknown","10","My friend and I were riding bicycicels. I looked straight up and obserevd a UFO 100ft.above us. It wasabout 30 ft. in dia. It was cover"
1969,"us","wa","issaquah","disk","60","Issaquah&#44 WA sighting - summer 1969"
1969,"us","az","scottsdale","","120","my brother&#44 several neighbors and I were playing outside when we all noticed a fast light streak really high up on the sky&#44  near the s"
1969,"us","ca","whittier","disk","420","In the summer of 1969 living in Starlight Estates located in Whittier&#44 California and overlooks the city of Whittier.  Around 6:00 PM ("
1969,"us","mn","new york mills","disk","1800","30 Minute Encounter with Hovering Saucer 300 Yards Away"
1969,"us","az","payson","disk","300","The disc illuminated bright lemon yellow light through it&#39s large square windows&#44 moving slowly and beeping intermitingly"
1969,"us","al","chambers county (area of al-ga line)","circle","300","MUFON/GEORGIA FOLLOW-UP REPORT:  Two hovering circles of light(s)/objects"
1956,"us","ks","wichita","unknown","90","Small&#44 Silent&#44 Metalic&#44 And Very &#44 Very  Fast &#33"
1964,"us","or","drew","circle","1200","Date/Time 07/1964 City: Drew State: Oregon Shape Silver(Metallic) Disc Duration 30 min Summary object hovered above work location ."
1965,"us","nc","fayetteville","circle","900","Right around 215 in the morning a green orb came in my bedroom and hovered  for about 10mins to 15min. Ive been haunted by this for all"
1965,"us","ca","los angeles","cigar","15","7/12/65   Santa Monica&#44 California  Cigar shaped&#44 glowing red/orange in front&#44 blue back half    15 seconds"
1952,"us","va","arlington","oval","1200","1952 green disc-shaped object circling over Washington&#44 DC area"
1957,"us","oh","chesapeake","disk","600","A silent&#44spinning daylight disc."
1968,"us","nj","perth amboy","circle","120","Hovering circular object over Perth Amboy Drive In"
1956,"us","ca","sacramento","disk","420","Circular object&#44 slow moving&#44 disappeared&#44 silvery contrail appeared as if the object wanted to be seen"
1963,"us","ny","hornell","unknown","600","Bright object moving across the sky then stopping and going back the way it came."
1964,"us","mt","hamilton","oval","900","Summer of 1964&#44 red-orange saucer-ovals sighted from Missoula&#44 to Darby&#44 Montana."
1968,"us","ar","north little rock","circle","15","UFO seen / chased by jets over Little Rock  AR in late 60s."
1952,"us","ca","wilmington","disk","120","Three flying saucers suddenly appeared  in the sky&#44 hovered&#44 darted forwarded&#44 hovered&#44 then disappeared."
1952,"us","pa","litchfield","other","300","We now cannot believe there was jets where we saw them"
1952,"us","ca","south gate","circle","60","I was about 11 years old at the time&#44 and a friend of the same age was visiting.  We both saw what look like a halo in the sky.  Within"
1952,"us","wa","north bend","other","180","old sighting (1952 0r &#3953) of daylight object seen from approximately 50 &#39."
1952,"us","ny","new york city (bronx)","other","120","My friends and I were sitting on the roof of a building and saw 6 rows of 6 stars in formation then did a 90 degree turn in formation"
1953,"us","tn","nashville","cylinder","300","cylindrical object &quot;examining&quot; trees"
1954,"us","pa","philadelphia","disk","3600","I saw 2 alabaster white perfectly round objects over our ball field as they hovered over us for about an hour &#44then they were gone."
1954,"us","in","greenfield (rural area&#44 6 miles so.)","cigar","300","This all occured when I was still a child and living on a farm. My mother&#44 our next door neigbor&#39s wife&#44 and myself&#44 were standing outs"
1954,"us","ks","kansas city","chevron","180","MISSOURI INVESTIGATORS GROUP Report:  Two brothers witness chevron-shaped object streak across sky.  PD))"
1954,"us","ny","oakdale","disk","45","Three highly luminesce objects in a &quot;V&quot; formation gliding through the black night sky."
1955,"us","co","woodland park","oval","15","Orange disk in night sky"
1956,"us","oh","sugarcreek","disk","30","I drove right underneath it with my truck.  There was a bright light emitting from the bottom of the saucer.  As soon as I went underne"
1956,"us","ct","east hampton","disk","120","Saucers over Lake Pocotopaug&#44 Ct. _ Summer of 1956"
